#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating,
40.0,Jamar Williams,Jamar Williams2009,2009.0,CHI,ILB,1.0,0.5,0.0,0.0,0.5,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42.0,Larry Izzo,Larry Izzo2009,2009.0,NYJ,ILB,4.0,0.4,-0.1,0.0,0.5,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
42.0,David Harris,David Harris2009,2009.0,NYJ,ILB,977.0,0.4,3.2,8.2,-10.5,-0.5,41306.0,6.0,7.0,8.0,78.0,16.0,9.0,46.0,44.0,33.0,75.0,263.0,8.0,158.0,28.0,0.0,2.0,1.0,70.5,
44.0,Jon Beason,Jon Beason2009,2009.0,CAR,ILB,1046.0,0.3,-2.1,1.2,0.6,0.6,36526.0,3.0,1.0,2.0,121.0,12.0,11.0,59.0,51.0,39.0,76.5,317.0,8.1,200.0,23.0,3.0,3.0,3.0,86.8,
45.0,D'Qwell Jackson,D'Qwell Jackson2009,2009.0,CLV,ILB,387.0,0.2,1.3,-2.6,0.9,0.6,0-0,0.0,2.0,3.0,41.0,7.0,4.0,18.0,21.0,17.0,81.0,267.0,15.7,159.0,52.0,2.0,0.0,2.0,150.5,
45.0,Pago Togafau,Pago Togafau2009,2009.0,ARZ,ILB,15.0,0.2,0.0,0.0,0.2,0.0,0-0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
45.0,Coy Wire,Coy Wire2009,2009.0,ATL,ILB,49.0,0.2,-0.4,0.9,-0.3,0.0,0-0,0.0,1.0,1.0,4.0,1.0,0.0,1.0,2.0,1.0,50.0,6.0,6.0,4.0,6.0,0.0,0.0,1.0,56.3,
45.0,Ramon Humber,Ramon Humber2009,2009.0,IND,ILB,9.0,0.2,0.0,0.1,0.1,0.0,0-0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.0,Colin Allred,Colin Allred2009,2009.0,TEN,ILB,13.0,0.1,0.0,0.0,0.1,0.0,0-0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.0,Tony Gilbert,Tony Gilbert2009,2009.0,ATL,ILB,8.0,0.1,0.0,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.0,Nick Roach,Nick Roach2009,2009.0,CHI,ILB,215.0,0.1,3.3,-3.0,-0.5,0.3,0-0,1.0,2.0,4.0,18.0,3.0,2.0,11.0,10.0,7.0,70.0,99.0,14.1,29.0,24.0,2.0,0.0,1.0,141.3,
49.0,David Veikune,David Veikune2009,2009.0,CLV,ILB,16.0,0.1,-0.1,0.1,0.1,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53.0,Tracy White,Tracy White2009,2009.0,PHI,ILB,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.0,5.0,5.0,11.0,5.0,0.0,0.0,0.0,87.5,
53.0,Darnell Bing,Darnell Bing2009,2009.0,DET,ILB,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53.0,Dan Connor,Dan Connor2009,2009.0,CAR,ILB,12.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53.0,Heath Farwell,Heath Farwell2009,2009.0,MIN,ILB,3.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53.0,Kevin Bentley,Kevin Bentley2009,2009.0,HST,ILB,5.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53.0,Prescott Burgess,Prescott Burgess2009,2009.0,BLT,ILB,9.0,0.0,-0.1,0.1,0.0,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53.0,Eric Alexander,Eric Alexander2009,2009.0,NE,ILB,4.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53.0,Gerald McRath,Gerald McRath2009,2009.0,TEN,ILB,2.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
53.0,Jamie Winborn,Jamie Winborn2009,2009.0,TEN,ILB,3.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62.0,James Anderson,James Anderson2009,2009.0,CAR,ILB,6.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62.0,Monty Beisel,Monty Beisel2009,2009.0,KC,ILB,31.0,-0.1,0.4,-1.6,1.1,0.0,0-0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,2.0,66.7,23.0,11.5,8.0,14.0,0.0,0.0,0.0,89.6,
64.0,Abdul Hodge,Abdul Hodge2009,2009.0,CIN,ILB,25.0,-0.2,0.0,0.0,-0.2,0.0,0-0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64.0,DeMeco Ryans,DeMeco Ryans2009,2009.0,HST,ILB,1054.0,-0.2,-1.9,1.7,2.4,-2.4,41365.0,1.0,5.0,6.0,93.0,15.0,11.0,54.0,56.0,47.0,83.9,412.0,8.8,254.0,47.0,2.0,0.0,1.0,109.2,
66.0,H.B. Blades,H.B. Blades2009,2009.0,WAS,ILB,14.0,-0.3,-0.1,-0.3,0.1,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,12.0,12.0,14.0,12.0,0.0,0.0,0.0,116.7,
67.0,Nic Harris,Nic Harris2009,2009.0,BUF,ILB,8.0,-0.4,0.0,0.0,-0.4,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68.0,Stanford Keglar,Stanford Keglar2009,2009.0,TEN,ILB,1.0,-0.5,0.0,0.0,-0.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
68.0,Reggie Walker,Reggie Walker2009,2009.0,ARZ,ILB,45.0,-0.5,-0.3,-0.1,-0.2,0.1,0-0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,4.0,100.0,33.0,8.3,37.0,17.0,0.0,0.0,0.0,101.0,
70.0,Keyaron Fox,Keyaron Fox2009,2009.0,PIT,ILB,179.0,-0.6,0.8,-2.7,1.0,0.3,0-0,0.0,0.0,4.0,17.0,3.0,3.0,8.0,10.0,8.0,80.0,89.0,11.1,52.0,29.0,0.0,1.0,0.0,64.2,
71.0,Marvin Mitchell,Marvin Mitchell2009,2009.0,NO,ILB,127.0,-0.8,-0.5,0.9,-1.3,0.1,0-0,0.0,0.0,0.0,13.0,2.0,2.0,5.0,2.0,2.0,100.0,16.0,8.0,9.0,12.0,0.0,0.0,0.0,100.0,
72.0,Scott Shanle,Scott Shanle2009,2009.0,NO,ILB,64.0,-0.9,-1.3,1.5,-1.2,0.1,0-0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,5.0,3.0,60.0,17.0,5.7,13.0,11.0,1.0,0.0,0.0,105.8,
72.0,Scott McKillop,Scott McKillop2009,2009.0,SF,ILB,34.0,-0.9,-0.3,0.1,-0.7,0.0,0-0,0.0,0.0,0.0,4.0,1.0,0.0,3.0,1.0,1.0,100.0,15.0,15.0,3.0,15.0,0.0,0.0,0.0,118.8,
74.0,Sam Williams,Sam Williams2009,2009.0,OAK,ILB,6.0,-1.0,0.0,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
74.0,David Herron,David Herron2009,2009.0,KC,ILB,1.0,-1.0,0.0,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
74.0,Niko Koutouvides,Niko Koutouvides2009,2009.0,TB,ILB,3.0,-1.0,0.0,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
77.0,Larry Foote,Larry Foote2009,2009.0,DET,ILB,924.0,-1.1,-2.0,0.5,1.0,-0.6,41306.0,2.0,2.0,3.0,85.0,10.0,12.0,52.0,41.0,33.0,80.5,354.0,10.7,202.0,49.0,3.0,0.0,4.0,127.0,
77.0,Ryan Fowler,Ryan Fowler2009,2009.0,NYJ,ILB,25.0,-1.1,-0.4,0.1,-0.8,0.0,0-0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,50.0,12.0,12.0,7.0,12.0,0.0,0.0,0.0,68.8,
77.0,Monty Beisel,Monty Beisel2009,2009.0,ARZ,ILB,48.0,-1.1,0.0,-1.2,0.0,0.1,0-0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,3.0,100.0,29.0,9.7,18.0,14.0,0.0,0.0,0.0,106.9,
80.0,Freddie Keiaho,Freddie Keiaho2009,2009.0,IND,ILB,233.0,-1.2,-0.8,1.6,-1.3,-0.7,36526.0,1.0,0.0,1.0,18.0,1.0,3.0,6.0,9.0,8.0,88.9,60.0,7.5,22.0,11.0,0.0,0.0,1.0,94.4,
80.0,Kawika Mitchell,Kawika Mitchell2009,2009.0,BUF,ILB,15.0,-1.2,0.0,0.1,-1.3,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,
82.0,Junior Seau,Junior Seau2009,2009.0,NE,ILB,119.0,-1.4,-1.6,-0.3,0.5,0.0,0-0,0.0,2.0,0.0,9.0,2.0,1.0,4.0,3.0,1.0,33.3,26.0,26.0,23.0,26.0,0.0,0.0,0.0,66.0,
83.0,Jonathan Vilma,Jonathan Vilma2009,2009.0,NO,ILB,1006.0,-1.8,-2.1,10.8,-10.0,-0.5,36557.0,2.0,9.0,7.0,86.0,12.0,10.0,44.0,47.0,30.0,63.8,322.0,10.7,166.0,26.0,0.0,3.0,5.0,57.2,
84.0,Tim Dobbins,Tim Dobbins2009,2009.0,SD,ILB,299.0,-1.9,-1.2,0.3,-0.3,-0.7,36526.0,1.0,1.0,0.0,36.0,4.0,1.0,22.0,20.0,16.0,80.0,149.0,9.3,101.0,24.0,1.0,1.0,0.0,93.5,
85.0,Jordan Dizon,Jordan Dizon2009,2009.0,DET,ILB,55.0,-2.2,0.0,-1.1,-1.1,0.0,0-0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,2.0,2.0,100.0,25.0,12.5,8.0,15.0,0.0,0.0,0.0,118.8,
86.0,Joe Mays,Joe Mays2009,2009.0,PHI,ILB,73.0,-2.4,-0.5,-1.7,-0.2,0.0,0-0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,5.0,5.0,100.0,60.0,12.0,35.0,23.0,1.0,0.0,0.0,156.3,
87.0,Ali Highsmith,Ali Highsmith2009,2009.0,ARZ,ILB,88.0,-3.0,0.2,-1.7,-1.6,0.1,0-0,0.0,0.0,1.0,6.0,2.0,2.0,4.0,9.0,6.0,66.7,45.0,7.5,50.0,14.0,0.0,0.0,0.0,78.5,
87.0,A.J. Hawk,A.J. Hawk2009,2009.0,GB,ILB,625.0,-3.0,-0.7,-2.6,1.3,-1.0,36557.0,1.0,1.0,5.0,62.0,9.0,7.0,29.0,41.0,32.0,78.0,353.0,11.0,202.0,32.0,0.0,2.0,1.0,82.2,
89.0,Marcus Buggs,Marcus Buggs2009,2009.0,BUF,ILB,141.0,-3.2,0.6,-1.3,-2.7,0.2,0-0,0.0,0.0,0.0,14.0,1.0,1.0,6.0,4.0,3.0,75.0,41.0,13.7,9.0,21.0,0.0,0.0,0.0,107.3,
90.0,Kirk Morrison,Kirk Morrison2009,2009.0,OAK,ILB,1015.0,-3.5,-2.7,-7.5,6.1,0.6,36526.0,3.0,1.0,2.0,105.0,12.0,8.0,58.0,47.0,40.0,85.1,485.0,12.1,326.0,44.0,2.0,0.0,0.0,123.8,
91.0,Chris Gocong,Chris Gocong2009,2009.0,PHI,ILB,50.0,-3.6,-0.4,-1.7,-1.6,0.1,0-0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,100.0,26.0,13.0,29.0,20.0,1.0,0.0,0.0,158.3,
92.0,Antonio Pierce,Antonio Pierce2009,2009.0,NYG,ILB,506.0,-4.2,-1.4,3.7,-6.9,0.4,41275.0,1.0,3.0,4.0,36.0,5.0,2.0,24.0,34.0,26.0,76.5,271.0,10.4,130.0,43.0,1.0,0.0,3.0,108.8,
93.0,Barrett Ruud,Barrett Ruud2009,2009.0,TB,ILB,1078.0,-4.4,-3.4,6.4,-9.0,1.6,0-0,0.0,0.0,2.0,109.0,13.0,8.0,51.0,48.0,34.0,70.8,332.0,9.8,126.0,54.0,3.0,1.0,4.0,102.1,
94.0,Jovan Belcher,Jovan Belcher2009,2009.0,KC,ILB,393.0,-4.5,0.3,-2.2,-1.0,-1.6,41306.0,0.0,1.0,3.0,33.0,2.0,0.0,13.0,18.0,15.0,83.3,135.0,9.0,77.0,19.0,4.0,0.0,1.0,137.5,
95.0,Jason Trusnik,Jason Trusnik2009,2009.0,CLV,ILB,225.0,-4.6,-1.2,-3.7,0.0,0.3,0-0,0.0,1.0,0.0,18.0,2.0,5.0,9.0,11.0,9.0,81.8,139.0,15.4,122.0,66.0,1.0,0.0,0.0,149.1,
96.0,James Farrior,James Farrior2009,2009.0,PIT,ILB,1033.0,-4.7,1.6,-3.1,-3.8,0.6,36526.0,4.0,3.0,16.0,78.0,10.0,9.0,48.0,56.0,43.0,76.8,432.0,10.0,301.0,44.0,2.0,1.0,4.0,102.7,
97.0,Gary Guyton,Gary Guyton2009,2009.0,NE,ILB,844.0,-5.1,1.5,0.2,-7.3,0.5,36526.0,1.0,7.0,8.0,54.0,13.0,5.0,29.0,36.0,28.0,77.8,300.0,10.7,277.0,25.0,3.0,0.0,2.0,129.2,
98.0,Jerod Mayo,Jerod Mayo2009,2009.0,NE,ILB,726.0,-5.2,-1.1,0.1,-5.4,1.2,0-0,1.0,4.0,3.0,67.0,11.0,5.0,32.0,38.0,31.0,81.6,282.0,9.1,204.0,27.0,1.0,0.0,0.0,106.4,
98.0,DeAndre Levy,DeAndre Levy2009,2009.0,DET,ILB,133.0,-5.2,0.6,-2.9,-3.1,0.2,0-0,0.0,0.0,1.0,16.0,3.0,1.0,8.0,12.0,9.0,75.0,114.0,12.7,64.0,31.0,2.0,0.0,1.0,143.8,
100.0,Jasper Brinkley,Jasper Brinkley2009,2009.0,MIN,ILB,184.0,-5.3,-0.3,-3.6,-0.7,-0.7,36526.0,0.0,0.0,3.0,20.0,0.0,6.0,14.0,13.0,10.0,76.9,77.0,7.7,34.0,24.0,2.0,0.0,0.0,130.4,
100.0,Eric Barton,Eric Barton2009,2009.0,CLV,ILB,522.0,-5.3,-1.1,-1.5,-2.5,-0.2,36526.0,0.0,1.0,5.0,38.0,10.0,7.0,23.0,22.0,15.0,68.2,151.0,10.1,103.0,28.0,0.0,0.0,2.0,87.5,
102.0,Gary Brackett,Gary Brackett2009,2009.0,IND,ILB,881.0,-5.7,-0.4,1.0,-7.6,1.3,0-0,1.0,5.0,2.0,79.0,6.0,7.0,44.0,37.0,27.0,73.0,222.0,8.2,96.0,18.0,2.0,1.0,1.0,94.7,
103.0,James Laurinaitis,James Laurinaitis2009,2009.0,SL,ILB,1061.0,-7.0,-0.7,0.9,-6.8,-0.4,36557.0,2.0,4.0,4.0,100.0,5.0,5.0,48.0,41.0,33.0,80.5,345.0,10.5,208.0,27.0,1.0,2.0,2.0,89.5,
104.0,Jonathan Goff,Jonathan Goff2009,2009.0,NYG,ILB,248.0,-8.0,1.0,-6.3,-3.1,0.4,0-0,1.0,1.0,1.0,14.0,3.0,3.0,7.0,18.0,15.0,83.3,200.0,13.3,125.0,51.0,2.0,1.0,1.0,126.9,
104.0,Reggie Torbor,Reggie Torbor2009,2009.0,MIA,ILB,325.0,-8.0,-2.9,-1.1,-3.4,-0.6,41275.0,1.0,2.0,1.0,19.0,3.0,1.0,14.0,17.0,13.0,76.5,203.0,15.6,182.0,41.0,0.0,1.0,1.0,91.1,
106.0,Bobby Carpenter,Bobby Carpenter2009,2009.0,DAL,ILB,337.0,-8.1,-0.8,-2.9,-3.6,-0.8,41275.0,2.0,0.0,3.0,23.0,3.0,4.0,8.0,35.0,28.0,80.0,354.0,12.6,267.0,45.0,0.0,0.0,1.0,108.8,
107.0,Hunter Hillenmeyer,Hunter Hillenmeyer2009,2009.0,CHI,ILB,810.0,-9.2,-1.8,3.5,-12.1,1.2,0-0,2.0,3.0,2.0,64.0,13.0,7.0,27.0,43.0,33.0,76.7,381.0,11.5,262.0,39.0,2.0,1.0,5.0,108.8,
108.0,Gerald Hayes,Gerald Hayes2009,2009.0,ARZ,ILB,611.0,-10.3,-2.7,-2.8,-3.9,-0.9,36557.0,0.0,0.0,1.0,47.0,6.0,7.0,25.0,28.0,24.0,85.7,254.0,10.6,135.0,29.0,2.0,0.0,0.0,128.3,
109.0,Dhani Jones,Dhani Jones2009,2009.0,CIN,ILB,1015.0,-11.1,-0.6,0.4,-10.5,-0.4,36557.0,4.0,3.0,3.0,79.0,12.0,15.0,32.0,66.0,52.0,78.8,509.0,9.8,359.0,35.0,4.0,0.0,4.0,119.0,
110.0,Channing Crowder,Channing Crowder2009,2009.0,MIA,ILB,717.0,-11.2,-2.1,-5.7,-2.6,-0.8,41306.0,0.0,2.0,5.0,43.0,4.0,10.0,26.0,38.0,29.0,76.3,316.0,10.9,230.0,49.0,1.0,1.0,1.0,98.1,
111.0,D.J. Williams,D.J. Williams2009,2009.0,DEN,ILB,1047.0,-12.8,5.8,-7.2,-11.0,-0.4,36557.0,4.0,3.0,10.0,94.0,8.0,7.0,48.0,79.0,62.0,78.5,546.0,8.8,436.0,39.0,2.0,0.0,3.0,103.9,
111.0,Demorrio Williams,Demorrio Williams2009,2009.0,KC,ILB,733.0,-12.8,-1.2,-2.8,-9.2,0.4,36526.0,0.0,0.0,3.0,105.0,14.0,8.0,52.0,42.0,32.0,76.2,313.0,9.8,258.0,41.0,0.0,0.0,3.0,96.6,
113.0,Akin Ayodele,Akin Ayodele2009,2009.0,MIA,ILB,706.0,-13.9,2.1,-8.1,-8.9,1.0,0-0,0.0,2.0,8.0,51.0,8.0,10.0,24.0,28.0,24.0,85.7,335.0,14.0,278.0,80.0,1.0,0.0,0.0,128.4,
114.0,Kaluka Maiava,Kaluka Maiava2009,2009.0,CLV,ILB,470.0,-14.8,-1.4,-8.0,-5.1,-0.3,36526.0,3.0,1.0,1.0,27.0,5.0,2.0,13.0,31.0,22.0,71.0,349.0,15.9,221.0,71.0,2.0,0.0,1.0,129.6,
115.0,Stephen Cooper,Stephen Cooper2009,2009.0,SD,ILB,973.0,-17.7,-1.3,-4.0,-13.4,1.0,36526.0,0.0,0.0,9.0,71.0,13.0,13.0,26.0,57.0,45.0,78.9,449.0,10.0,306.0,25.0,2.0,0.0,5.0,111.2,
116.0,Corey Mays,Corey Mays2009,2009.0,KC,ILB,727.0,-22.2,0.2,-1.5,-21.2,0.3,36526.0,0.0,3.0,2.0,60.0,13.0,14.0,34.0,24.0,19.0,79.2,201.0,10.6,102.0,22.0,1.0,0.0,1.0,115.5,
1.0,Takeo Spikes,Takeo Spikes2008,2008.0,SF,ILB,784.0,16.0,-0.4,9.1,7.0,0.3,36526.0,1.0,2.0,3.0,70.0,11.0,2.0,35.0,50.0,34.0,68.0,288.0,8.5,178.0,43.0,3.0,3.0,0.0,77.8,
2.0,Patrick Willis,Patrick Willis2008,2008.0,SF,ILB,584.0,12.7,0.3,5.7,5.8,0.9,0-0,0.0,0.0,3.0,61.0,8.0,2.0,32.0,42.0,27.0,64.3,191.0,7.1,203.0,25.0,0.0,0.0,2.0,74.6,
3.0,Channing Crowder,Channing Crowder2008,2008.0,MIA,ILB,946.0,10.9,5.0,1.7,3.7,0.5,36526.0,0.0,6.0,8.0,98.0,14.0,12.0,47.0,60.0,44.0,73.3,445.0,10.1,293.0,39.0,0.0,0.0,6.0,94.1,
4.0,James Farrior,James Farrior2008,2008.0,PIT,ILB,960.0,8.0,5.4,0.8,3.8,-2.0,41365.0,5.0,2.0,10.0,91.0,10.0,10.0,60.0,61.0,44.0,72.1,408.0,9.3,289.0,50.0,3.0,0.0,2.0,106.5,
5.0,E.J. Henderson,E.J. Henderson2008,2008.0,MIN,ILB,221.0,7.9,2.0,0.7,4.9,0.3,0-0,1.0,4.0,2.0,22.0,4.0,1.0,13.0,5.0,4.0,80.0,27.0,6.8,8.0,15.0,0.0,0.0,1.0,89.2,
6.0,Lawrence Timmons,Lawrence Timmons2008,2008.0,PIT,ILB,399.0,7.5,7.7,0.9,-1.5,0.4,0-0,5.0,7.0,7.0,25.0,10.0,3.0,14.0,30.0,21.0,70.0,174.0,8.3,135.0,26.0,0.0,1.0,2.0,70.7,
7.0,Bradie James,Bradie James2008,2008.0,DAL,ILB,902.0,6.4,0.7,4.0,2.2,-0.5,41334.0,7.0,5.0,7.0,81.0,14.0,4.0,46.0,49.0,31.0,63.3,296.0,9.5,199.0,59.0,2.0,0.0,4.0,93.6,
8.0,Gerald Hayes,Gerald Hayes2008,2008.0,ARZ,ILB,775.0,6.2,3.3,4.0,-2.5,1.4,0-0,1.0,2.0,6.0,73.0,8.0,9.0,45.0,27.0,23.0,85.2,176.0,7.7,112.0,28.0,1.0,0.0,2.0,106.2,
9.0,Ray Lewis,Ray Lewis2008,2008.0,BLT,ILB,957.0,5.8,2.2,8.8,-0.8,-4.4,41426.0,4.0,9.0,6.0,77.0,15.0,7.0,41.0,52.0,35.0,67.3,324.0,9.3,242.0,58.0,1.0,3.0,4.0,66.5,
10.0,London Fletcher,London Fletcher2008,2008.0,WAS,ILB,983.0,4.9,-0.5,7.9,-3.1,0.6,36526.0,0.0,4.0,6.0,95.0,20.0,4.0,48.0,60.0,40.0,66.7,424.0,10.6,333.0,79.0,1.0,0.0,2.0,92.6,
11.0,Curtis Lofton,Curtis Lofton2008,2008.0,ATL,ILB,588.0,4.7,2.1,-6.0,8.6,0.0,41275.0,1.0,1.0,2.0,63.0,22.0,6.0,40.0,25.0,17.0,68.0,203.0,11.9,149.0,36.0,1.0,0.0,1.0,105.9,
12.0,Zach Thomas,Zach Thomas2008,2008.0,DAL,ILB,652.0,4.1,1.6,2.9,-1.5,1.1,0-0,0.0,3.0,3.0,74.0,12.0,9.0,31.0,24.0,17.0,70.8,99.0,5.8,97.0,16.0,0.0,0.0,2.0,78.3,
12.0,Larry Foote,Larry Foote2008,2008.0,PIT,ILB,567.0,4.1,2.6,0.1,1.0,0.4,36526.0,2.0,4.0,4.0,39.0,8.0,5.0,27.0,25.0,20.0,80.0,137.0,6.9,127.0,23.0,0.0,0.0,1.0,89.5,
14.0,Gary Guyton,Gary Guyton2008,2008.0,NE,ILB,230.0,3.7,1.5,-0.8,2.9,0.1,0-0,0.0,1.0,6.0,14.0,2.0,0.0,8.0,10.0,6.0,60.0,68.0,11.3,36.0,20.0,1.0,0.0,1.0,113.8,
15.0,Paul Posluszny,Paul Posluszny2008,2008.0,BUF,ILB,993.0,3.4,-4.9,6.2,1.5,0.6,36526.0,0.0,4.0,4.0,91.0,8.0,4.0,45.0,38.0,25.0,65.8,209.0,8.4,64.0,23.0,0.0,1.0,3.0,68.9,
16.0,Barrett Ruud,Barrett Ruud2008,2008.0,TB,ILB,982.0,3.1,0.4,8.0,-5.9,0.6,36526.0,3.0,1.0,1.0,108.0,13.0,5.0,57.0,36.0,24.0,66.7,192.0,8.0,142.0,23.0,1.0,2.0,2.0,66.0,
17.0,Brandon Siler,Brandon Siler2008,2008.0,SD,ILB,41.0,2.7,-0.2,0.1,2.8,0.0,0-0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18.0,Ben Leber,Ben Leber2008,2008.0,MIN,ILB,62.0,2.2,0.2,1.0,0.9,0.1,0-0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,3.0,1.0,33.3,9.0,9.0,4.0,9.0,0.0,1.0,0.0,2.8,
19.0,DeMeco Ryans,DeMeco Ryans2008,2008.0,HST,ILB,987.0,1.9,1.2,7.6,-7.5,0.6,41275.0,1.0,5.0,5.0,86.0,9.0,14.0,54.0,44.0,32.0,72.7,259.0,8.1,205.0,25.0,1.0,0.0,3.0,94.8,
20.0,Derrick O. Johnson,Derrick O. Johnson2008,2008.0,KC,ILB,209.0,1.8,-0.1,1.2,0.4,0.3,0-0,0.0,0.0,2.0,17.0,4.0,3.0,11.0,11.0,9.0,81.8,64.0,7.1,50.0,16.0,0.0,0.0,1.0,90.9,
21.0,Spencer Larsen,Spencer Larsen2008,2008.0,DEN,ILB,112.0,1.5,0.0,-1.2,2.5,0.2,0-0,0.0,0.0,0.0,12.0,2.0,0.0,7.0,5.0,4.0,80.0,27.0,6.8,8.0,9.0,1.0,0.0,0.0,128.8,
22.0,Adam Hayward,Adam Hayward2008,2008.0,TB,ILB,23.0,1.3,-0.1,0.3,1.1,0.0,0-0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23.0,Tedy Bruschi,Tedy Bruschi2008,2008.0,NE,ILB,406.0,1.2,-0.5,1.9,0.2,-0.4,36526.0,0.0,2.0,2.0,39.0,8.0,3.0,25.0,7.0,5.0,71.4,49.0,9.8,25.0,21.0,0.0,0.0,1.0,90.8,
